0,1,2,3,4,5,6
-0.1404447039080903,-0.3484946926081616,-0.13646227095481075,-0.025079429543451343,-0.038228188447208516,-0.05719369891707172,-0.06196923287048851
0.032655088271842825,-0.32522459199503156,0.4639497437077427,-0.7224529637200925,0.16199847781170726,0.17699416018125239,0.019444014848935237
0.06853990052173752,-0.272209411536832,0.5290983745403222,0.4007247065196599,-0.2527175904837397,-0.5302087998006672,0.1511806292846731
-0.17461712239453073,-0.30404599457885095,0.32052339812015185,0.6806869408821977,0.3959559599849461,0.6258870206536868,-0.7765245554795509
-0.14044470390806613,-0.3484946926081145,-0.136462270954825,-0.025079429543423095,-0.038228188447247465,-0.05719369891711112,-0.0619692328705197
-0.14044470390806668,-0.3484946926081143,-0.13646227095482516,-0.02507942954340023,-0.03822818844728158,-0.057193698917169536,-0.061969232870528586
-0.6344419317089782,0.9464042118948529,0.6088262766221877,0.3399327360872836,-0.26935544329275807,-0.5400663866610449,0.23940342118687413
-0.14044470390806638,-0.34849469260811466,-0.1364622709548247,-0.025079429543410903,-0.038228188447258275,-0.057193698917115454,-0.06196923287052709
0.5562024057334717,0.06890740339612872,-0.3639512812781522,0.01583464668067952,0.08007057870588452,-0.03793844101989082,-0.06466015672347052
1.0987996705798375,0.31239853390101413,0.1863276050150622,-0.7137919834766353,-0.3257057322274556,0.5244727117864739,-0.10629804790284406
0.22026651526987098,0.6918856140344035,-0.24407299506507021,-0.03968203082191212,0.15464731207428997,0.04052969317420272,-0.12214516008867916
1.174450044492429,0.3177190157165319,0.7600114835744667,-0.2062723304047367,0.710013996892132,-0.5321929717815799,0.32880062760356166
-0.14044470390806638,-0.3484946926081146,-0.13646227095482466,-0.025079429543411327,-0.038228188447257595,-0.057193698917113886,-0.061969232870526504
-0.14044470390806638,-0.3484946926081146,-0.13646227095482466,-0.025079429543411327,-0.038228188447257595,-0.057193698917113886,-0.061969232870526504
-0.5105530128581316,0.31893221605942335,0.440401684333236,0.6251702633796006,0.4705326933533598,0.7043551548478377,-0.8340095588447857
0.5562024057334717,0.06890740339612875,-0.36395128127815213,0.015834646680679323,0.08007057870588347,-0.03793844101989458,-0.06466015672346913
-0.14044470390806638,-0.3484946926081146,-0.13646227095482466,-0.025079429543411327,-0.038228188447257595,-0.057193698917113886,-0.061969232870526504
0.08938381565199431,1.4367772574638429,-0.4262332745013614,0.004505097276502071,0.7076388798606307,-0.30322331685673465,0.12246030963111554
-0.14044470390806638,-0.3484946926081146,-0.13646227095482466,-0.025079429543411327,-0.038228188447257595,-0.057193698917113886,-0.061969232870526504
-0.14044470390806638,-0.3484946926081146,-0.13646227095482466,-0.025079429543411327,-0.038228188447257595,-0.057193698917113886,-0.061969232870526504
-0.8434265361387814,0.8701189308235704,-0.05673436887296141,-0.08587139997577224,-0.05486604125626457,-0.0670512857774874,0.026253559031706813
0.7923656478827096,0.21816363403215758,-0.5059611765832248,0.06529706770886298,0.7242767326696375,-0.2933657299963612,0.03423751772888225
-0.14044470390806638,-0.3484946926081146,-0.13646227095482466,-0.025079429543411327,-0.038228188447257595,-0.057193698917113886,-0.061969232870526504
0.1891564639663573,0.664542816189539,-0.40410166540937104,0.010559353750909854,-0.011144007471530076,-0.12626416207436544,0.08104763854397433
1.3116960719813011,0.38923689016138985,0.8516744799445831,-0.2797289029216461,-0.5455305756670106,0.04541080327909624,0.121318691899437
0.009033573756415563,-0.2907278924063545,0.6734733739440159,-0.3374830132566231,0.4018980455487189,0.5965181049662008,-0.4356527909969147
0.7923656478827096,0.21816363403215758,-0.5059611765832248,0.06529706770886298,0.7242767326696375,-0.2933657299963612,0.03423751772888225
0.9382868023431914,0.16846278508050286,0.9020213788795395,-0.25573475143292007,0.06580784292837769,-0.2767656828051134,0.22990295315121015
0.9256998783999203,0.2891284332879223,-0.41408440964748017,-0.016418449299979074,-0.5259323984864461,0.29028485268812815,-0.18771129562235678
-0.14044470390806638,-0.3484946926081146,-0.13646227095482466,-0.025079429543411327,-0.038228188447257595,-0.057193698917113886,-0.061969232870526504
-0.5074906456751808,0.2471407201852954,-0.17661265508604346,-0.03035472247318066,-0.12944277462467127,-0.14551941997158477,0.08373856239691685
-0.14044470390806638,-0.3484946926081146,-0.13646227095482466,-0.025079429543411327,-0.038228188447257595,-0.057193698917113886,-0.061969232870526504
0.5897639879363198,0.9121066439261972,-0.2942061234343979,-0.07193512680257057,-0.45135566511803954,0.3687529868822254,-0.2451962989875667
-0.15374893933503453,-0.3966141541471132,-0.16471131688339474,-0.02845283748768669,-0.06636758985197348,-0.05705270638530119,-0.04599624054190891
0.06853990052173647,-0.27220941153683254,0.5290983745403246,0.4007247065196455,-0.2527175904837538,-0.5302087998006781,0.15118062928464016
-0.14044470390806638,-0.3484946926081146,-0.13646227095482466,-0.025079429543411327,-0.038228188447257595,-0.057193698917113886,-0.061969232870526504
-0.14044470390806638,-0.3484946926081146,-0.13646227095482466,-0.025079429543411327,-0.038228188447257595,-0.057193698917113886,-0.061969232870526504
-0.14044470390806638,-0.3484946926081146,-0.13646227095482466,-0.025079429543411327,-0.038228188447257595,-0.057193698917113886,-0.061969232870526504
-0.5074906456751808,0.2471407201852954,-0.17661265508604346,-0.03035472247318066,-0.12944277462467127,-0.14551941997158477,0.08373856239691685
0.21801817818621852,-0.21444261133507236,1.3390340194391648,0.08832112280643369,0.18740864351222258,0.12350300408263665,-0.22250292884174808
0.06853990052173647,-0.27220941153683254,0.5290983745403246,0.4007247065196455,-0.2527175904837538,-0.5302087998006781,0.15118062928464016
0.004611494124125016,-0.36165766917401165,0.6978277612047237,-0.1316593020092019,0.4438468604917231,0.9777758291366215,0.5496549901095291
-0.8434265361387814,0.8701189308235704,-0.05673436887296141,-0.08587139997577224,-0.05486604125626457,-0.0670512857774874,0.026253559031706813
0.03265508827185066,-0.32522459199502307,0.4639497437077178,-0.7224529637200675,0.1619984778117329,0.17699416018123168,0.019444014848985967
-0.14044470390806638,-0.3484946926081146,-0.13646227095482466,-0.025079429543411327,-0.038228188447257595,-0.057193698917113886,-0.061969232870526504
0.06853990052173647,-0.27220941153683254,0.5290983745403246,0.4007247065196455,-0.2527175904837538,-0.5302087998006781,0.15118062928464016
0.06853990052173647,-0.27220941153683254,0.5290983745403246,0.4007247065196455,-0.2527175904837538,-0.5302087998006781,0.15118062928464016
0.03265508827185066,-0.32522459199502307,0.4639497437077178,-0.7224529637200675,0.1619984778117329,0.17699416018123168,0.019444014848985967
-0.14044470390806638,-0.3484946926081146,-0.13646227095482466,-0.025079429543411327,-0.038228188447257595,-0.057193698917113886,-0.061969232870526504
